x,y
They hurt themselves with that instrument.,Music
My friends have started a blog.,Technology
I've got a job interview later this month.,CareerAndEducation
I had fun catching up with my online friends.,Technology
I made a new friend!,Friendship
A lot of people are dealing with allergies now.,Health
"Other than taco I like pizza, toad in the hole and bangers and mash.",Food
Playing with my dog is the best part,Sport
I want to teach poor kids,Family
My best achievement so far is gaining the number one spot in a coding competition,Sport
My wife is going crazy.,Partner
My girlfriend is calling me to Ohio to meet her!,Partner
I need a teacher who can teach my son good manners.,CareerAndEducation
My aim in life is to be a billionaire.,Money
I don't like skipping my meals,Food
"So long, Marianne' is such a heartfelt song by Leonard Cohen!",Music
My parents are searching for entertainment options for the wedding.,Family
I need to communicate with my partner.,Partner
My friends want to go backpacking tomorrow.,Friendship
"I like Ed Sheeran and Bruno Mars very much, their works are appreciated every time.",Music
My colleague has influenced me to read 'manga's'.,Colleagues
I think Trade Wars are stupid.,Politics
Wellness ideas are being implemented in the corporate.,Health
I can't wait to buy clothes again!,Money
That's not the way a colleague should behave.,Colleagues
I saw my old partners today in the mall.,Partner
I have promised my mother that I will leave Social Media for good.,Technology
I love playing in the rain.,Sport
I don't like the thought of animals getting killed for our food. I think I will go vegan.,Food
I want to be as rich as Bill Gates.,Money
Is financial wellness important?,Health
My school appointed a fitness expert.,Sport
I just met my former boyfriend,Friendship
My partners always tried to keep it simple.,Partner
I think BTS will take over One Direction in near future. They are really good!,Music
My project got rejected by my Boss.,Colleagues
My colleague is miffed with me.,Colleagues
I want to tell my colleague that I love him.,Colleagues
AI can routine your schedule perfectly.,Technology
It is such a lovely day today.,Partner
Some people say going to movies is a form of entertainment.,FilmAndTV
I have started as a graphic designer at a huge firm.,CareerAndEducation
I want to buy a big television!,Technology
I went to a beetles band concert.,Music
I felt annoyed when my friend lied to me.,Friendship
I had to skip my colleague's farewell party.,Colleagues
I like listening to old music records.,Music
My friends don't pay attention to what I have to say about the Government.,Politics
I received a surprise gift from a colleague today.,Colleagues
My main dish as a chef takes a lot of time to be prepared.,Food
My co-workers are going out.,Money
USA has advanced a lot since the Great Depression!,Health
There is nothing for me to do at the office.,CareerAndEducation
She went with him to the movie.,FilmAndTV
He doesn't make enough money for a living.,Money
Most of my classmates are jealous of my grades being better than theirs.,Colleagues
People say it is difficult to finance elections.,Politics
Mango milkshake is easy to make.,Food
There are more and more entertainment programs on television.,Technology
I aim to become an expert in public policy.,CareerAndEducation
I have many friends who take care of me.,Friendship
Playing table tennis is my hobby.,Sport
I love eating fish curry.,Food
Some people purposely do not get along with in-laws?,Family
William never trusts his colleague's work advice.,Partner
I forgot to call up my aunt yesterday.,Family
How come he ended up in politics?,Politics
I have few friends and most of them are from school.,Friendship
Music was one of the greatest loves of his life.,Music
One of my colleague is leaving the company.,Colleagues
I aim to become an expert in social engineering.,Technology
I slapped a colleague during a team meeting today.,Colleagues
Money was more important to me than anything!,Money
The boss called me this morning for a meeting.,Colleagues
Modern pop music has no originality and is stale.,Music
Which is your favourite movie?,FilmAndTV
My gym trainer gave a motivational speech today.,Sport
I like sports very much.,Sport
I want to become a successful lawyer someday.,CareerAndEducation
Cutting onions is not an easy thing for me to do.,Food
The apple pie did not taste as good as I expected.,Food
I will buy my dream Ferrari one day.,Money
Relationships built on money will end when the money runs out.,Money
I won a lottery.,Money
"To complete my homework, I will need some help.",CareerAndEducation
Who do you think would be the next President?,Politics
My laptop is so slow.,Technology
My current boss is my favourite person.,Colleagues
I love my girlfriend more than anyone,Partner
I interned with a multinational corporation this summer.,Money
Two of my best friends have stopped talking to each other.,Friendship
My Mother helped me with my Survey Project.,Family
I still remember playing tennis on weekends with my brother,Sport
My uncle and aunt chose to get separated from each other.,Family
"Your schools needs to upgrade, that is very necessary!",CareerAndEducation
My friends are really afraid of ghosts.,Friendship
I want to leave the tennis club.,Sport
Today I found out that my girlfriend has an affair.,Partner
Are festivals overrated?,Music
"First of all, I plan to buy an apartment in downtown area.",Money
Are you a Star Wars fan?,Politics
I like listening to the Beatles.,Music
I like to earn money.,CareerAndEducation
I should try eating raw pepper one day.,Food
I did bungee jumping yesterday.,Sport
"I like to wash my hair regularly, helps keep dandruff away",Health
Watching action movies excites me.,FilmAndTV
My parents have again organised the community outreach program this year.,Family
All I had to do was upload a recording of my voice.,Technology
River rafting in the Ganges is a great experience.,Sport
